title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
数控系统软件开发工程师,上海,c,本科,5-10年,"[""C++"", ""C"", ""QT"", ""CNC"", ""\u6570\u63a7"", ""\u8fd0\u52a8\u63a7\u5236""]","[25000, 45000]",15薪,"[""\u80a1\u7968\u671f\u6743\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38""]",研发经理,邓先生研发经理,0,汇川技术,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20181106/713310129a9f9c2f0eb7870aad09a9f49bef43f91269a84fc453aa905e2f3327.jpg?x-oss-process=image/resize,w_100,limit_0",其他行业,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/10ae1283ec4ee69c1HZ439S4EFRZ.html?lid=7S7AgBZgzP.search.22&securityId=xWlzCq4q_6FPX-71k8R0G0pkcdBCyID4PWgpucEGEx0Voe7Ui-_GKL9j7RmGCts-ne00ity17eSa8mbvN0PI4lxAm0yaDrSB5OozYu2l7zdKAnQm5g~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,浦东新区
C++程序员（兼职）,北京,c,大专,3-5年,"[""\u6570\u636e\u7ed3\u6784"", ""\u591a\u7ebf\u7a0b"", ""STL""]","[15000, 16000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5168\u52e4\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5de5\u9f84\u5956""]",CEO,梁先生CEO,0,信云领创,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180412/2c667c40d9d8498e161c303dc07f4778.JPG?x-oss-process=image/resize,w_100,limit_0",大数据,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/d0c35932129c47271nF82Nq_E1FW.html?lid=7S7AgBZgzP.search.23&securityId=6F1Yx31Pv4foZ-a19dO26T_M0FDnmquvQUKHhZ_-Zf5ojGKtaau-HU-WsnZrBaxSZkqH7q4TmzCLtw3JWp9_EA8nIFxe_6MQwjKqG44YEhGGasSC&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,海淀区
C++,武汉,c,本科,3-5年,"[""C++"", ""Linux"", ""\u6587\u6863"", ""qt""]","[15000, 25000]",14薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5b9a\u671f\u4f53\u68c0""]",HR,严先生HR,0,数科网维,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201013/265c7a8a977215beddb201a045eb8e1fde2df9609a7f746b42eb30767a6811d4_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/77247d6918317c881nR-2du4EFVS.html?lid=7S7AgBZgzP.search.24&securityId=RYXw0fa8zvIzw-91lkehCAel5DcaM65EniPs4Qzh2jr632S3F83S7ffGIYNq_jISuJhsFgBwd20pdnwO-E7zuSJX2y-fUcQfcC_UKeokQ0H6AUsm9wk~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,江夏区
服务器开发工程师,深圳,c,大专,3-5年,"[""C++"", ""\u670d\u52a1\u5668\u5f00\u53d1"", ""c++\u5f00\u53d1\u5de5\u7a0b\u5e08""]","[15000, 25000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5de5\u9f84\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u8282\u65e5\u798f\u5229\uff0c\u9910\u8865\uff0c\u610f\u5916\u9669\uff0c\u4e94\u9669\u4e00\u91d1""]",hr,唐女士hr,0,景阳科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190827/34035e5bb8111b4bb39566a713b23da743afb28677c834b850b55e05562e1c8a_s.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[500, 999]",https://www.zhipin.com/job_detail/14294038ae97e2651HJ_2tq5FldZ.html?lid=7S7AgBZgzP.search.25&securityId=_qzGbOwsjMYBf-f1sFNNbyWEU5vv8SCXiwH2MWOC5JB-W8n6EI2uz5QAD9O7Z1j2_D2---3Uk7wtEIrWUvWpYLuQNs69Xo7Sl4Ur7g_hXryEICzH2A~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,南山区
C语言嵌入式开发工程师,苏州,c,本科,3-5年,"[""\u7f16\u8bd1\u5668\u5f00\u53d1\u7ecf\u9a8c"", ""C"", ""Linux"", ""\u7b97\u6cd5\u57fa\u7840"", ""\u5d4c\u5165\u5f0f\u8f6f\u4ef6\u7ecf\u9a8c"", """", """", """", """", """"]","[14000, 25000]",13薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",总经理/技术总监,陈先生总经理/技术总监,0,乂网,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210527/d2f0d588952abd829a3e0195f85a63f905d2c6212803491a856ed0a63d2adec6.jpg?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,A轮,"[100, 499]",https://www.zhipin.com/job_detail/c8278af6a4418a321nFy2tS8EFtV.html?lid=7S7AgBZgzP.search.26&securityId=mCMpuyOwQhoEF-E1gsO21Shca9Ur45dCWxZxwI9j_vE0zUWq4L-wVZSh98th5Kzu9SIIjBcwaFsvKyBiNkR-6K9NcQqFJ2pstfbBv9HQrPXqN-fcXIRD&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,吴江区
后端开发工程师,合肥,c,本科,3-5年,"[""C++"", ""C"", ""QT"", ""\u67b6\u6784\u8bbe\u8ba1\u7ecf\u9a8c"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c""]","[12000, 17000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa""]",人力资源经理,阳先生人力资源经理,0,中科太赫兹科技,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240619/7bf6f160950405e925f6400e3732d330b9f5f0c01bdb8ae0b74c77154c1e2910a6f94b1fcc812392.png.webp?x-oss-process=image/resize,w_100,limit_0",其他制造业,A轮,"[20, 99]",https://www.zhipin.com/job_detail/b86805e16d7829c51HFy3N67FVBZ.html?lid=7S7AgBZgzP.search.27&securityId=f61AFnbqWBH0M-w1ZAX5YmPtIMpD91XNMdZ8OQk0Zm6g4PiguiuyAtr3EhmotN8MBPsWjFfxoUm1WeJwrknPVY28TjyQN6ZTPwysktBMUcMH0v2Kw1hV&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,
BSW工程师,上海,c,本科,3-5年,"[""\u7b97\u6cd5\u57fa\u7840"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u540e\u7aef\u5f00\u53d1"", ""\u9a71\u52a8\u5f00\u53d1""]","[16000, 30000]",15薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u9910\u8865\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u4f4f\u623f\u516c\u79ef""]",人力资源行政部经理,潘女士人力资源行政部经理,0,上海英搏尔,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221010/7bf6f160950405e99c1e05661c6722b2b18e9a5679d6e70216af19a6c72ace31cb7b18783abdde1c.jpg?x-oss-process=image/resize,w_100,limit_0",汽车零部件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/5b08ad1a30e166f41XV829S8FVZZ.html?lid=7S7AgBZgzP.search.28&securityId=uhWv6FkzYB2PJ-s16GH9SIEnCcqgEDzWBmPpiR0Z_WyV7omS3s4F1wy9z6L8JCMFM7wilrrsLQD3HLSigFQZS8yX4tpOx2QesLtoOlx6Mz6i3doDbaPD&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,松江区
游戏开发工程师,杭州,c,本科,1-3年,"[""Java"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[12000, 20000]",0薪,无,店长/经理,陈先生店长/经理,0,盖茨比网络科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",游戏,未融资,"[0, 20]",https://www.zhipin.com/job_detail/06a2c48bcbec4de11Xx70tS8GFpZ.html?lid=7S7AgBZgzP.search.29&securityId=TI_wIb-USPd6S-R1OI9TfQTTZbV6dTBdsRIdukLDnwSlcxQLz48NZPj25yeUpL4axeKBOQGw5ISDXtmHcmXPCdtKppoBGoEabOtbmKFVVBFTRX4fX_M~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,滨江区
Junior Dev(C++),香港,c,本科,1-3年,"[""C++"", ""Python"", ""MySQL"", ""\u91cf\u5316\u4ea4\u6613\u5f00\u53d1\u7ecf\u9a8c""]","[60000, 80000]",16薪,无,招聘主管,洪女士招聘主管,0,安融科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网金融,未融资,"[20, 99]",https://www.zhipin.com/job_detail/3dd7ea062094a5851HFz39q6FFRZ.html?lid=7S7AgBZgzP.search.30&securityId=V0F9wlwyNFNfF-h1l9JkriwX5MAiXTeU6e1ghcDPWLo_sboOo6LoEXNg7r-F1-MecVsKcIF5HzloFZbM8MOuL8I3J6FutHrHt4CVmO3Cg0DKyDgJbxs~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,
高级软件工程师,北京,c,大专,1-3年,"[""VS"", ""C/C++"", ""\u5de5\u5177\u5f00\u53d1""]","[18000, 30000]",0薪,"[""12%\u516c\u79ef\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u9910\u8865\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u80a1\u7968\u671f\u6743\uff0c\u8282\u65e5\u798f\u5229""]",工程工艺负责人,散先生工程工艺负责人,0,小米,"https://img.bosszhipin.com/beijin/mcs/banner/71f4ee09b9a2abfb675b5c705fc46c9dcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/da465561331b31eb1Xx82d69GFs~.html?lid=7RVFuVm5hL.search.31&securityId=Z2JXA0Avn4VH7-z1L6THvLEDMTrD_sYbbn_VdjtF47RHTxsIpx9V4A-tBLiLut9xs5lLN1lV8tau4qtZ44UIgg3D2I1ZGTNGV9dPxW0NuStXaw~~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,海淀区
C++,天津,c,本科,1-3年,"[""C"", ""C++"", ""QT""]","[12000, 20000]",13薪,"[""\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u9910\u8865\uff0c\u751f\u65e5\u798f\u5229\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u610f\u5916\u9669\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u4ea4\u901a\u8865\u52a9""]",招聘hr,刘女士招聘hr,0,北京怡和嘉业医疗科技,"https://c-res.zhipin.com/jrs/5_e93b7df5d73d85faeb655aae5b0ba8c3.jpg?x-oss-process=image/resize,w_100,limit_0",医疗器械,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/52731ff16b7557061Hd52Ny4ElVZ.html?lid=7RVFuVm5hL.search.32&securityId=Mff6tMQvX2bn3-81Ka8m43lwEzZo6_pDePaArZSQ8vszR_F3YiDBuwejlvhd_LWyvEFVmjXaBuYKjHkZK05pKe9t5sXZHznTQ1BCrBb4Vx6Zy54wG34~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,武清区
高级/资深机器学习引擎开发工程师,上海,c,本科,3-5年,"[""C++"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c"", ""\u63a8\u7406"", ""\u8bad\u7ec3"", ""\u673a\u5668\u5b66\u4e60""]","[25000, 50000]",15薪,"[""\u5168\u52e4\u5956\uff0c\u9910\u8865\uff0c\u5305\u5403\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4ea4\u901a\u8865\u52a9""]",高级开发工程师,郭先生高级开发工程师,0,bilibili,"https://img.bosszhipin.com/beijin/mcs/bar/brand/12456.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/d5775b929e3d5af01HFz3dy-F1pV.html?lid=7RVFuVm5hL.search.33&securityId=xa6oW9Fb8otY7-d1gyg8Kfjhd4hE8yVdKgIdfy2RLn2d6PVYz8OYJ8JZTVw-8obV7TSMSLTcA_cla59Vk5h4OU_cN31oWRH_NmpfOWj99G_DC4uc&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,杨浦区
广告算法大数据高级工程师-Ads Infra,北京,c,本科,经验不限,"[""C++"", ""STL"", ""Redis"", ""\u67b6\u6784\u8bbe\u8ba1\u7ecf\u9a8c""]","[40000, 60000]",15薪,"[""\u5bb6\u5c5e\u81ea\u9009\u4fdd\u9669\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u793c\u54c1\uff0c\u514d\u8d39\u5065\u8eab\u8bbe\u65bd\uff0c\u9910\u996e\u53ca\u4e0b\u5348\u8336\uff0c\u5bb6\u5ead\u5173\u7231\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u5ea6\u4f53\u68c0\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5c31\u8fd1\u79df\u623f\u8865\u8d34\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u610f\u5916\u9669\uff0c\u9910\u8865\uff0c\u4f4f\u623f\u8865\u8d34""]",Hr,叶女士Hr,0,字节跳动,"https://img.bosszhipin.com/beijin/upload/com/logo/20210323/aab1b65662224a865a9b6ba9aceaab02babfa420ecc134d2606b05aa8114130d.png?x-oss-process=image/resize,w_100,limit_0",互联网,D轮及以上,"[0, 10000]",https://www.zhipin.com/job_detail/c5df0b4b6d82321f1HZ72tu-EVVY.html?lid=7RVFuVm5hL.search.34&securityId=RnGAInfDdFSFt-l1Wy_MdjPUFsbgg6k34RpBK4BTrKCVEr8yutDc1d4TrpaiXv7_Mvz9BlLnl1TdzHamY2rreBBbCvfD50SfmTIKzb8aJPk6VFTqGw~~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,朝阳区
C++研发工程师（性能优化） (MJ000641),北京,c,学历不限,3-5年,"[""C++"", ""cuda"", ""OpenCV"", ""GPU""]","[25000, 40000]",15薪,"[""\u80a1\u7968\u671f\u6743\uff0c\u5168\u52e4\u5956\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u8282\u65e5\u798f\u5229\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u610f\u5916\u9669\uff0c\u9910\u8865\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u751f\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u514d\u8d39\u5de5\u88c5\uff0c\u514d\u8d39\u73ed\u8f66""]",HRBP,王女士HRBP,0,美图公司,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240813/7bf6f160950405e92f28509664e28e750034fd2bd862713dd6a10950eb44694ed332f55c964dce1e.png.webp?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/0e35ac95f6015af11Hdy2Nq7FFtT.html?lid=7RVFuVm5hL.search.35&securityId=NNL1eh2M-Hcvq-31cGg6fj6rWuJpfeQHQBzivd9tsRDObPcnEepCkUsezWpqvNwgXkxaXE61yEWUhyOSSvenbi39fNhNWW0o8dZ_IGHBxkJZYpY~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,海淀区
网关高级开发工程师,杭州,c,本科,3-5年,"[""C++"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c"", ""\u7f51\u7edc\u8bbe\u5907\u5f00\u53d1"", ""\u7f51\u7edc\u5b89\u5168\u4ea7\u54c1""]","[12000, 24000]",14薪,"[""\u901a\u8baf\u8865\u8d34\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u80a1\u7968\u671f\u6743\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c14\u85aa\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9ad8\u6e29\u8865\u8d34\uff0c\u751f\u65e5\u798f\u5229""]",HR,任女士HR,0,远望信息,"https://img2.bosszhipin.com/mcs/chatphoto/20160121/06b9d15c2d0f6807abf026560656494572655c8aaac6e041e88666e8db5a3272.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/653f4beb930c54f01Hd50968FlVW.html?lid=7RVFuVm5hL.search.36&securityId=wVtrkFXz_3A2z-R1m7GzgquMJH9A6dVtOxlH7QHPlGjE8imgJ6he4bWeVDEH6cco-LQA1o6Kr8gQCQ7vPcbtn0SYaoekj20Vxw5CPpiCL2Bk&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,滨江区
C＋＋,淮北,c,大专,1-3年,"[""\u6570\u636e\u7ed3\u6784"", ""Linux"", ""\u540e\u7aef\u5f00\u53d1"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""STL"", ""QT"", """"]","[4000, 8000]",0薪,"[""\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0""]",HR,韦先生HR,0,感知未来,"https://img.bosszhipin.com/beijin/upload/com/logo/20210508/2b5be1973083fd9a7e32e6ed829d048c12b130db1f3342f009b4526346c523e4.jpg?x-oss-process=image/resize,w_100,limit_0",仪器仪表/工业自动化,未融资,"[20, 99]",https://www.zhipin.com/job_detail/86881393f01d06bc1n173ti9FlpX.html?lid=7RVFuVm5hL.search.37&securityId=4Vhn_TV6tcWTa-L1NXadl708mekLfHxIjPz_9Ad8X5F5e8LtU6CZBc_P77b2V-lJFm57PxjBsvpPGPMiYzNQBO9yy5nBCseuUltdzWuVZd2MLuJapgXA&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,相山区
嵌入式软件工程师,苏州,c,本科,经验不限,"[""C"", ""Linux""]","[10000, 20000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229""]",招聘主管,王女士招聘主管,0,盛科通信,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210708/ae66241b68ab49c71a94c1685648ce4bc293cfcbbf41e8a2cc29cd8a94436a9e.jpg?x-oss-process=image/resize,w_100,limit_0",半导体/芯片,未融资,"[100, 499]",https://www.zhipin.com/job_detail/bc66faa5869539dc1XB_2d-_FFU~.html?lid=7RVFuVm5hL.search.38&securityId=57vn5r9eaSVjq-e1CaNMkY-60H8Mls2hmPcdbf0U_53OGdWQB__kFmznnew3XESMTVZLyoiirYgSNkvIg5NG1pcq2wn0lKydEwFaOiUodxICGcQZbw~~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,苏州工业园区
（西安）C++ 三维仿真工程师(J11273),西安,c,硕士,3-5年,"[""C++"", ""C"", ""QT"", ""\u56e2\u961f\u7ba1\u7406\u7ecf\u9a8c""]","[10000, 11000]",0薪,"[""\u9910\u8865\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5168\u52e4\u5956\uff0c\u9ad8\u6e29\u8865\u8d34\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",系统十一部 HR,王女士系统十一部 HR,0,华北计算技术研究...,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230403/7bf6f160950405e95582fc5bc4960f348b3e49d64688d097ea438cfa729e30c8ece7f1989d142918.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/8a991396669f9e091HJ_3d68GFpZ.html?lid=7RVFuVm5hL.search.39&securityId=tmo4OPW4wJ9yp-m1GcsVNjwbzrtDkV_MfPC1Ub7sR9zQe8ZgPUnmVUyXkAdqKCIvMiznaOYwHfwhoURpW_N2yAZN5W1sOk7OYfguorFbMWppc9rQYas~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,雁塔区
DELPHI开发工程师,深圳,c,本科,1-3年,"[""Oracle"", ""MySQL"", ""\u8ba1\u7b97\u673a\u8f6f\u4ef6"", ""\u7ba1\u7406\u7cfb\u7edf"", ""\u4e92\u8054\u7f51\u533b\u7597""]","[12000, 20000]",0薪,"[""\u5e74\u7ec8\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u751f\u65e5\u798f\u5229\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u9910\u8865\uff0c\u5e26\u85aa\u5e74\u5047""]",人资专员,纪女士人资专员,0,蓝网科技,"https://img2.bosszhipin.com/mcs/chatphoto/20160323/e28d20cc02975a14fd29e229350c6bfc5c8676dbbb2a58b2bc2022cbd54393e5.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[100, 499]",https://www.zhipin.com/job_detail/6b615362e788891a1nd63Ni0FVtZ.html?lid=7RVFuVm5hL.search.40&securityId=KjWGMRFsQGAxS-j1gOeHijA8FBUhO9q0XP25AEWBHLvdrX3tFvdWFIqka-1r64Flttio7rIWaJ2MOHTU8jAif7Yuag7aZZeMwAJGe1zfg9D6JKk~&sessionId=,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html,南山区
